Calendar Year,Measure,Age Filter,Users,Users Annotation code,Users Annotation Description,Denominator (3 Months Continuous Eligibility),Denominator Annotation code,Denominator Annotation Description,Utilization %,Utilization Annotation code,Utilization Annotation Description
CY 2020,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 3-5,"341,646",,,"790,271",,,43.23%,,
CY 2020,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 6-9,"516,153",,,"1,076,163",,,47.96%,,
CY 2020,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 10-14,"602,715",,,"1,406,919",,,42.84%,,
CY 2020,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 15-18,"358,767",,,"1,046,964",,,34.27%,,
CY 2020,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 19-20,"97,191",,,"462,580",,,21.01%,,
CY 2020,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 21-34,"311,793",,,"2,601,400",,,11.99%,,
CY 2020,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 35-44,"144,790",,,"1,213,943",,,11.93%,,
CY 2020,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 45-64,"276,737",,,"2,204,036",,,12.56%,,
CY 2020,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 65-74,"79,775",,,"714,177",,,11.17%,,
CY 2020,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 75+,"46,637",,,"568,876",,,8.20%,,
CY 2020,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age <1,,3,No data available,"196,937",,,,3,No data available
CY 2020,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 1-2,,3,No data available,"489,079",,,,3,No data available
CY 2020,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 3-5,,3,No data available,"790,271",,,,3,No data available
CY 2020,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 6-9,"140,272",,,"1,076,163",,,13.03%,,
CY 2020,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 10-14,"109,961",,,"1,406,919",,,7.82%,,
CY 2020,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 15-18,,3,No data available,"1,046,964",,,,3,No data available
CY 2020,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 19-20,,3,No data available,"462,580",,,,3,No data available
CY 2020,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 21-34,,3,No data available,"2,601,400",,,,3,No data available
CY 2020,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 35-44,,3,No data available,"1,213,943",,,,3,No data available
CY 2020,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 45-64,,3,No data available,"2,204,036",,,,3,No data available
CY 2020,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 65-74,,3,No data available,"714,177",,,,3,No data available
CY 2020,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 75+,,3,No data available,"568,876",,,,3,No data available
CY 2021,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age <1,"9,664",,,"190,455",,,5.07%,,
CY 2021,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 1-2,"157,824",,,"477,527",,,33.05%,,
CY 2021,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 3-5,"406,343",,,"787,315",,,51.61%,,
CY 2021,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 6-9,"625,631",,,"1,102,774",,,56.73%,,
CY 2021,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 10-14,"741,269",,,"1,434,599",,,51.67%,,
CY 2021,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 15-18,"485,609",,,"1,109,470",,,43.77%,,
CY 2021,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 19-20,"154,339",,,"510,056",,,30.26%,,
CY 2021,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 21-34,"618,584",,,"2,867,405",,,21.57%,,
CY 2021,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 35-44,"308,593",,,"1,337,708",,,23.07%,,
CY 2021,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 45-64,"603,260",,,"2,326,146",,,25.93%,,
CY 2021,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 65-74,"204,293",,,"789,863",,,25.86%,,
CY 2021,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 75+,"130,750",,,"598,568",,,21.84%,,
CY 2021,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age <1,"2,481",,,"190,455",,,1.30%,,
CY 2021,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 1-2,"100,598",,,"477,527",,,21.07%,,
CY 2021,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 3-5,"348,183",,,"787,315",,,44.22%,,
CY 2021,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 6-9,"571,572",,,"1,102,774",,,51.83%,,
CY 2021,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 10-14,"663,109",,,"1,434,599",,,46.22%,,
CY 2021,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 15-18,"410,701",,,"1,109,470",,,37.02%,,
CY 2021,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 19-20,"118,923",,,"510,056",,,23.32%,,
CY 2021,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 21-34,"391,462",,,"2,867,405",,,13.65%,,
CY 2021,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 35-44,"183,192",,,"1,337,708",,,13.69%,,
CY 2021,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 45-64,"326,922",,,"2,326,146",,,14.05%,,
CY 2021,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 65-74,"100,552",,,"789,863",,,12.73%,,
CY 2021,"Treatment for Caries (D2000-D2999) or Caries-Preventive Procedure (D1203-D1208, D1310, D1330, D1351 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 75+,"56,194",,,"598,568",,,9.39%,,
CY 2021,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age <1,"2,089",,,"190,455",,,1.10%,,
CY 2021,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 1-2,"79,645",,,"477,527",,,16.68%,,
CY 2021,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 3-5,"293,767",,,"787,315",,,37.31%,,
CY 2021,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 6-9,"406,538",,,"1,102,774",,,36.87%,,
CY 2021,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 10-14,"360,748",,,"1,434,599",,,25.15%,,
CY 2021,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 15-18,"248,568",,,"1,109,470",,,22.40%,,
CY 2021,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 19-20,"83,502",,,"510,056",,,16.37%,,
CY 2021,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 21-34,"389,671",,,"2,867,405",,,13.59%,,
CY 2021,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 35-44,"211,286",,,"1,337,708",,,15.79%,,
CY 2021,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 45-64,"433,033",,,"2,326,146",,,18.62%,,
CY 2021,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 65-74,"151,494",,,"789,863",,,19.18%,,
CY 2021,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 75+,"99,362",,,"598,568",,,16.60%,,
CY 2021,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age <1,"5,141",,,"190,455",,,2.70%,,
CY 2021,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 1-2,"122,576",,,"477,527",,,25.67%,,
CY 2021,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 3-5,"377,183",,,"787,315",,,47.91%,,
CY 2021,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 6-9,"599,205",,,"1,102,774",,,54.34%,,
CY 2021,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 10-14,"707,475",,,"1,434,599",,,49.32%,,
CY 2021,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 15-18,"455,156",,,"1,109,470",,,41.02%,,
CY 2021,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 19-20,"142,854",,,"510,056",,,28.01%,,
CY 2021,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 21-34,"555,041",,,"2,867,405",,,19.36%,,
CY 2021,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 35-44,"270,743",,,"1,337,708",,,20.24%,,
CY 2021,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 45-64,"523,698",,,"2,326,146",,,22.51%,,
CY 2021,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 65-74,"175,612",,,"789,863",,,22.23%,,
CY 2021,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 75+,"111,486",,,"598,568",,,18.63%,,
CY 2021,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age <1,"1,859",,,"190,455",,,0.98%,,
CY 2021,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 1-2,"90,419",,,"477,527",,,18.93%,,
CY 2021,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 3-5,"350,039",,,"787,315",,,44.46%,,
CY 2021,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 6-9,"586,364",,,"1,102,774",,,53.17%,,
CY 2021,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 10-14,"690,552",,,"1,434,599",,,48.14%,,
CY 2021,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 15-18,"439,272",,,"1,109,470",,,39.59%,,
CY 2021,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 19-20,"135,918",,,"510,056",,,26.65%,,
CY 2021,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 21-34,"504,452",,,"2,867,405",,,17.59%,,
CY 2021,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 35-44,"243,058",,,"1,337,708",,,18.17%,,
CY 2021,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 45-64,"471,997",,,"2,326,146",,,20.29%,,
CY 2021,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 65-74,"158,895",,,"789,863",,,20.12%,,
CY 2021,"Exams/Oral Health Evaluations (D0120, D0145, or D0150 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 75+,"100,285",,,"598,568",,,16.75%,,
CY 2021,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age <1,,1,Cell suppressed for small numbers,"190,455",,,,1,Cell suppressed for small numbers
CY 2021,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 1-2,,2,Cell suppressed for complementary cell,"477,527",,,,2,Cell suppressed for complementary cell
CY 2021,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 3-5,"116,837",,,"787,315",,,14.84%,,
CY 2021,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 6-9,"242,383",,,"1,102,774",,,21.98%,,
CY 2021,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 10-14,"222,801",,,"1,434,599",,,15.53%,,
CY 2021,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 15-18,"156,803",,,"1,109,470",,,14.13%,,
CY 2021,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 19-20,"47,731",,,"510,056",,,9.36%,,
CY 2021,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 21-34,"193,094",,,"2,867,405",,,6.73%,,
CY 2021,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 35-44,"91,411",,,"1,337,708",,,6.83%,,
CY 2021,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 45-64,"149,509",,,"2,326,146",,,6.43%,,
CY 2021,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 65-74,"44,099",,,"789,863",,,5.58%,,
CY 2021,Use of Restorative Services (D2000 - D2999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 75+,"23,042",,,"598,568",,,3.85%,,
CY 2021,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age <1,"7,913",,,"190,455",,,4.15%,,
CY 2021,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 1-2,"149,250",,,"477,527",,,31.25%,,
CY 2021,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 3-5,"391,697",,,"787,315",,,49.75%,,
CY 2021,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 6-9,"598,919",,,"1,102,774",,,54.31%,,
CY 2021,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 10-14,"700,726",,,"1,434,599",,,48.84%,,
CY 2021,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 15-18,"434,396",,,"1,109,470",,,39.15%,,
CY 2021,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 19-20,"126,957",,,"510,056",,,24.89%,,
CY 2021,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 21-34,"404,749",,,"2,867,405",,,14.12%,,
CY 2021,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 35-44,"183,887",,,"1,337,708",,,13.75%,,
CY 2021,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 45-64,"345,252",,,"2,326,146",,,14.84%,,
CY 2021,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 65-74,"110,401",,,"789,863",,,13.98%,,
CY 2021,"Use of Preventive Services (D1000 - D1999, CPT 99188 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 75+,"63,491",,,"598,568",,,10.61%,,
CY 2021,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age <1,,3,No data available,"190,455",,,,3,No data available
CY 2021,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 1-2,,3,No data available,"477,527",,,,3,No data available
CY 2021,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 3-5,,3,No data available,"787,315",,,,3,No data available
CY 2021,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 6-9,"172,275",,,"1,102,774",,,15.62%,,
CY 2021,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 10-14,"133,434",,,"1,434,599",,,9.30%,,
CY 2021,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 15-18,,3,No data available,"1,109,470",,,,3,No data available
CY 2021,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 19-20,,3,No data available,"510,056",,,,3,No data available
CY 2021,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 21-34,,3,No data available,"2,867,405",,,,3,No data available
CY 2021,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 35-44,,3,No data available,"1,337,708",,,,3,No data available
CY 2021,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 45-64,,3,No data available,"2,326,146",,,,3,No data available
CY 2021,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 65-74,,3,No data available,"789,863",,,,3,No data available
CY 2021,Use of Sealant (D1351 or Safety Net Clinics 03 Encounters with ICD 10 Code Z98810),Age 75+,,3,No data available,"598,568",,,,3,No data available
CY 2022,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age <1,"11,555",,,"196,261",,,5.89%,,
CY 2022,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 1-2,"165,602",,,"465,487",,,35.58%,,
CY 2022,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 3-5,"418,117",,,"785,330",,,53.24%,,
CY 2022,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 6-9,"658,030",,,"1,127,258",,,58.37%,,
CY 2022,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 10-14,"774,994",,,"1,451,780",,,53.38%,,
CY 2022,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 15-18,"523,949",,,"1,176,856",,,44.52%,,
CY 2022,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 19-20,"162,753",,,"543,367",,,29.95%,,
CY 2022,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 21-34,"659,677",,,"3,131,557",,,21.07%,,
CY 2022,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 35-44,"331,999",,,"1,469,169",,,22.60%,,
CY 2022,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 45-64,"699,806",,,"2,705,801",,,25.86%,,
CY 2022,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 65-74,"239,066",,,"909,360",,,26.29%,,
CY 2022,"Annual Dental Visit (D0100 - D9999, CPT 99188 or Safety Net Clinics 03 Encounters)",Age 75+,"148,083",,,"651,069",,,22.74%,,
CY 2022,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age <1,705,,,"196,261",,,0.36%,,
CY 2022,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 1-2,"25,736",,,"465,487",,,5.53%,,
CY 2022,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 3-5,"179,928",,,"785,330",,,22.91%,,
CY 2022,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 6-9,"376,167",,,"1,127,258",,,33.37%,,
CY 2022,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 10-14,"376,367",,,"1,451,780",,,25.92%,,
CY 2022,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 15-18,"264,193",,,"1,176,856",,,22.45%,,
CY 2022,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 19-20,"85,611",,,"543,367",,,15.76%,,
CY 2022,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 21-34,"410,491",,,"3,131,557",,,13.11%,,
CY 2022,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 35-44,"227,863",,,"1,469,169",,,15.51%,,
CY 2022,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 45-64,"504,280",,,"2,705,801",,,18.64%,,
CY 2022,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 65-74,"177,425",,,"909,360",,,19.51%,,
CY 2022,Use of Dental Treatment Services (D2000 - D9999 or Safety Net Clinics 03 Encounters with identified ICD 10 Codes),Age 75+,"112,913",,,"651,069",,,17.34%,,
CY 2022,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age <1,"5,869",,,"196,261",,,2.99%,,
CY 2022,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 1-2,"131,409",,,"465,487",,,28.23%,,
CY 2022,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 3-5,"389,551",,,"785,330",,,49.60%,,
CY 2022,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 6-9,"631,123",,,"1,127,258",,,55.99%,,
CY 2022,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 10-14,"739,852",,,"1,451,780",,,50.96%,,
CY 2022,"Use of Diagnostic Services (D0100-D0999, M2620 M26211 M26212 M26213 M2632 M264 M2660 M2662 M2663 M2669 R6884 or  Safety Net Clinics 03 Encounters with identified ICD 10 Codes)",Age 15-18,"491,336",,,"1,176,856",,,41.75%,,
